inverter,code,meaning,start,end,n_events,duration_h,family,power_ratio,mean_pac_kw,baseline_kw,lost_kwh,classification,code_en
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-08-21 07:25:00,2019-08-21 07:25:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.007,655363,Asymmetrie im Zwischenkreis low,2019-08-21 07:25:00,2019-08-21 07:25:00,1,0.083,dc-link,0.314,3.51,11.17,0.64,DERATE,DC-link asymmetry low
01.02.008,655363,Asymmetrie im Zwischenkreis low,2019-08-21 07:25:00,2019-08-21 07:25:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.010,655363,Asymmetrie im Zwischenkreis low,2019-08-21 07:25:00,2019-08-21 07:25:00,1,0.083,dc-link,0.864,9.86,11.41,0.13,DERATE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2019-08-21 07:25:00,2019-08-21 07:25:00,1,0.083,dc-link,0.0,0.0,11.52,0.96,TRIP,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-08-21 18:20:00,2019-08-21 18:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-09-01 10:40:00,2019-09-01 10:40:00,1,0.083,dc-link,1.093,22.31,20.41,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-09-01 10:45:00,2019-09-01 10:45:00,1,0.083,dc-link,1.151,22.6,19.63,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-04 17:50:00,2019-09-04 17:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-10 04:45:00,2019-09-10 04:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2019-09-10 04:45:00,2019-09-10 04:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-19 04:55:00,2019-09-19 04:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2019-09-20 04:50:00,2019-09-20 04:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2019-09-21 04:50:00,2019-09-21 04:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-21 17:15:00,2019-09-21 17:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2019-09-25 05:25:00,2019-09-25 05:25:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-26 05:10:00,2019-09-26 05:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-27 16:30:00,2019-09-27 16:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-28 05:05:00,2019-09-28 05:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-09-29 16:30:00,2019-09-29 16:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-10-06 05:25:00,2019-10-06 05:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-10-06 15:55:00,2019-10-06 15:55:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.003,655616,Störmeldung vom Leistungsteil,2019-10-12 05:25:00,2019-10-12 05:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-10-14 16:25:00,2019-10-14 16:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-10-25 05:40:00,2019-10-25 05:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-10-29 06:10:00,2019-10-29 06:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655363,Asymmetrie im Zwischenkreis low,2019-10-30 15:00:00,2019-10-30 15:00:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.007,655616,Störmeldung vom Leistungsteil,2019-11-05 06:15:00,2019-11-05 06:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2019-11-07 06:20:00,2019-11-07 06:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
