inverter,code,meaning,start,end,n_events,duration_h,family,power_ratio,mean_pac_kw,baseline_kw,lost_kwh,classification,code_en
01.01.001,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 06:55:00,3,0.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 08:40:00,24,2.0,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 11:05:00,53,4.417,power-stage,0.0,0.0,3.49,10.77,TRIP,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 06:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 09:15:00,31,2.583,power-stage,0.0,0.0,1.25,0.63,TRIP,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 10:15:00,43,3.583,power-stage,0.0,0.0,2.81,6.08,TRIP,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 07:20:00,8,0.667,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 06:50:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-21 06:50:00,2018-11-21 11:10:00,53,4.417,power-stage,0.0,0.0,1.45,1.45,TRIP,power-stage fault
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 06:50:00,2018-11-21 11:10:00,53,4.417,grid-side,0.0,0.0,3.46,11.83,TRIP,grid undervoltage (ENS)
01.02.010,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 06:55:00,2018-11-21 11:10:00,52,4.333,grid-side,0.0,0.0,1.64,3.96,TRIP,grid undervoltage (ENS)
01.01.001,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 07:00:00,2018-11-21 11:10:00,51,4.25,grid-side,0.0,0.0,3.52,12.02,TRIP,grid undervoltage (ENS)
01.02.008,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 07:05:00,2018-11-21 11:10:00,50,4.167,grid-side,0.0,0.0,3.56,12.16,TRIP,grid undervoltage (ENS)
01.01.005,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 07:25:00,2018-11-21 11:10:00,46,3.833,grid-side,0.0,0.0,2.94,9.56,TRIP,grid undervoltage (ENS)
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 08:15:00,2018-11-21 11:10:00,36,3.0,grid-side,0.0,0.0,1.43,2.02,TRIP,grid undervoltage (ENS)
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 08:45:00,2018-11-21 11:10:00,30,2.5,grid-side,0.0,0.0,1.43,1.79,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 09:20:00,2018-11-21 11:10:00,23,1.917,grid-side,0.0,0.0,1.66,3.18,TRIP,grid undervoltage (ENS)
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 10:20:00,2018-11-21 11:10:00,11,0.917,grid-side,0.0,0.0,4.83,4.43,TRIP,grid undervoltage (ENS)
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-21 11:10:00,2018-11-21 11:10:00,1,0.083,grid-side,0.0,0.0,5.43,0.45,TRIP,grid undervoltage (ENS)
01.01.006,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 08:35:00,22,1.833,power-stage,0.0,0.0,1.31,0.55,TRIP,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 06:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 07:25:00,8,0.667,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 07:15:00,6,0.5,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 08:20:00,19,1.583,power-stage,0.0,0.0,1.29,0.11,TRIP,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 07:05:00,4,0.333,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 08:00:00,15,1.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-11-23 06:50:00,2018-11-23 09:00:00,27,2.25,power-stage,0.0,0.0,1.19,0.1,TRIP,power-stage fault
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 06:55:00,2018-11-23 10:20:00,42,3.5,grid-side,0.12,0.16,1.34,0.2,TRIP,grid undervoltage (ENS)
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 06:55:00,2018-11-23 10:20:00,42,3.5,grid-side,0.003,0.01,2.02,3.86,TRIP,grid undervoltage (ENS)
01.01.007,655616,Störmeldung vom Leistungsteil,2018-11-23 06:55:00,2018-11-23 08:00:00,14,1.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-23 06:55:00,2018-11-23 07:35:00,9,0.75,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.008,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 07:10:00,2018-11-23 10:20:00,39,3.25,grid-side,0.007,0.01,2.09,4.5,TRIP,grid undervoltage (ENS)
01.01.005,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 07:20:00,2018-11-23 10:20:00,37,3.083,grid-side,0.007,0.01,1.96,3.9,TRIP,grid undervoltage (ENS)
01.01.001,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 07:30:00,2018-11-23 10:20:00,35,2.917,grid-side,0.005,0.01,2.09,4.34,TRIP,grid undervoltage (ENS)
01.02.011,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 07:40:00,2018-11-23 10:20:00,33,2.75,grid-side,0.152,0.2,1.31,0.18,TRIP,grid undervoltage (ENS)
01.02.010,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 08:05:00,2018-11-23 10:20:00,28,2.333,grid-side,0.018,0.02,1.34,1.76,TRIP,grid undervoltage (ENS)
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 08:05:00,2018-11-23 10:20:00,28,2.333,grid-side,0.06,0.07,1.2,0.47,TRIP,grid undervoltage (ENS)
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 08:25:00,2018-11-23 10:20:00,24,2.0,grid-side,0.007,0.02,2.18,4.15,TRIP,grid undervoltage (ENS)
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 08:40:00,2018-11-23 10:20:00,21,1.75,grid-side,0.007,0.02,2.3,3.8,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-23 09:05:00,2018-11-23 10:20:00,16,1.333,grid-side,0.016,0.02,1.35,1.55,TRIP,grid undervoltage (ENS)
01.01.004,655616,Störmeldung vom Leistungsteil,2018-11-25 06:50:00,2018-11-25 06:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-26 07:50:00,2018-11-26 07:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-26 14:35:00,2018-11-26 14:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655363,Asymmetrie im Zwischenkreis low,2018-11-28 14:10:00,2018-11-28 14:10:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.005,655363,Asymmetrie im Zwischenkreis low,2018-11-28 14:30:00,2018-11-28 14:30:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-05 14:55:00,2018-12-05 14:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-07 07:25:00,2018-12-07 07:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-08 07:25:00,2018-12-08 07:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-12-09 07:20:00,2018-12-09 07:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-09 14:20:00,2018-12-09 14:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-14 07:30:00,2018-12-14 07:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-12-14 15:00:00,2018-12-14 15:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-12-18 07:20:00,2018-12-18 07:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-18 07:20:00,2018-12-18 07:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-19 07:20:00,2018-12-19 07:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-12-21 07:25:00,2018-12-21 07:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-12-28 07:35:00,2018-12-28 07:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2019-01-05 07:50:00,2019-01-05 07:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2019-01-06 08:10:00,2019-01-06 08:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-01-06 14:10:00,2019-01-06 14:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-01-07 14:55:00,2019-01-07 14:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-01-08 07:25:00,2019-01-08 07:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-01-10 08:05:00,2019-01-10 08:50:00,4,0.833,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2019-01-10 08:05:00,2019-01-10 10:15:00,6,2.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 08:05:00,2019-01-10 14:55:00,36,6.917,grid-side,0.0,0.0,1.26,0.95,TRIP,grid undervoltage (ENS)
01.02.008,655616,Störmeldung vom Leistungsteil,2019-01-10 08:05:00,2019-01-10 08:50:00,4,0.833,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 08:45:00,2019-01-10 14:30:00,32,5.833,grid-side,0.0,0.0,1.23,0.92,TRIP,grid undervoltage (ENS)
01.01.002,655616,Störmeldung vom Leistungsteil,2019-01-10 10:05:00,2019-01-10 12:15:00,12,2.25,power-stage,0.0,0.0,1.21,0.61,TRIP,power-stage fault
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 10:05:00,2019-01-10 12:25:00,27,2.417,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 10:05:00,2019-01-10 14:55:00,32,4.917,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.01.003,655616,Störmeldung vom Leistungsteil,2019-01-10 10:05:00,2019-01-10 11:40:00,18,1.667,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.008,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 10:05:00,2019-01-10 14:55:00,32,4.917,grid-side,0.0,0.0,1.26,1.36,TRIP,grid undervoltage (ENS)
01.02.009,655616,Störmeldung vom Leistungsteil,2019-01-10 10:05:00,2019-01-10 10:15:00,3,0.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2019-01-10 10:10:00,2019-01-10 11:10:00,13,1.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 10:10:00,2019-01-10 12:25:00,15,2.333,grid-side,0.0,0.0,1.21,0.61,TRIP,grid undervoltage (ENS)
01.02.011,655616,Störmeldung vom Leistungsteil,2019-01-10 10:10:00,2019-01-10 11:50:00,10,1.75,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 10:15:00,2019-01-10 12:25:00,15,2.25,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.01.001,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 10:20:00,2019-01-10 14:55:00,29,4.667,grid-side,0.0,0.0,1.27,1.27,TRIP,grid undervoltage (ENS)
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 10:20:00,2019-01-10 12:25:00,24,2.167,grid-side,0.0,0.0,1.25,1.25,TRIP,grid undervoltage (ENS)
01.02.010,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 11:30:00,2019-01-10 12:25:00,12,1.0,grid-side,0.0,0.0,1.14,0.09,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-10 11:45:00,2019-01-10 12:25:00,9,0.75,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.01.007,655385,"Die Netznennspannung lag zu
lange unter dem Grenzwert
der Spannungs-Mi",2019-01-10 14:20:00,2019-01-10 14:25:00,2,0.167,grid-side,,,,0.0,NUISANCE,grid voltage too low too long
01.01.005,655385,"Die Netznennspannung lag zu
lange unter dem Grenzwert
der Spannungs-Mi",2019-01-10 14:50:00,2019-01-10 14:55:00,2,0.167,grid-side,,,,0.0,NUISANCE,grid voltage too low too long
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-11 07:45:00,2019-01-11 07:45:00,1,0.083,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.02.008,655616,Störmeldung vom Leistungsteil,2019-01-11 07:45:00,2019-01-11 07:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2019-01-11 07:45:00,2019-01-11 07:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2019-01-12 07:50:00,2019-01-12 08:35:00,10,0.833,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2019-01-12 07:50:00,2019-01-12 09:00:00,15,1.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2019-01-12 07:50:00,2019-01-12 08:05:00,4,0.333,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-01-12 07:50:00,2019-01-12 10:45:00,36,3.0,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 07:50:00,2019-01-12 15:10:00,89,7.417,grid-side,0.0,0.0,1.26,1.58,TRIP,grid undervoltage (ENS)
01.02.008,655616,Störmeldung vom Leistungsteil,2019-01-12 07:50:00,2019-01-12 09:15:00,18,1.5,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 07:50:00,2019-01-12 15:10:00,89,7.417,grid-side,0.0,0.0,1.27,1.27,TRIP,grid undervoltage (ENS)
01.01.001,655616,Störmeldung vom Leistungsteil,2019-01-12 07:50:00,2019-01-12 10:50:00,37,3.083,power-stage,0.0,0.0,1.27,0.64,TRIP,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2019-01-12 07:50:00,2019-01-12 08:00:00,3,0.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 07:50:00,2019-01-12 15:10:00,89,7.417,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 07:50:00,2019-01-12 15:10:00,89,7.417,grid-side,0.0,0.0,1.16,0.19,TRIP,grid undervoltage (ENS)
01.01.005,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 08:05:00,2019-01-12 15:10:00,86,7.167,grid-side,0.0,0.0,1.25,1.25,TRIP,grid undervoltage (ENS)
01.02.010,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 08:10:00,2019-01-12 15:10:00,85,7.083,grid-side,0.0,0.0,1.18,0.49,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 08:40:00,2019-01-12 15:10:00,79,6.583,grid-side,0.0,0.0,1.17,0.19,TRIP,grid undervoltage (ENS)
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 09:05:00,2019-01-12 15:10:00,74,6.167,grid-side,0.0,0.0,1.23,0.82,TRIP,grid undervoltage (ENS)
01.02.008,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 09:20:00,2019-01-12 15:10:00,71,5.917,grid-side,0.0,0.0,1.26,1.79,TRIP,grid undervoltage (ENS)
01.02.011,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 10:50:00,2019-01-12 15:10:00,53,4.417,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.01.001,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-12 10:55:00,2019-01-12 15:10:00,52,4.333,grid-side,0.0,0.0,1.27,1.06,TRIP,grid undervoltage (ENS)
01.02.011,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 09:10:00,25,2.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 10:10:00,37,3.083,power-stage,0.0,0.0,1.32,0.44,TRIP,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 07:20:00,3,0.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 08:40:00,19,1.583,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 07:35:00,6,0.5,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 08:10:00,13,1.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 09:50:00,33,2.75,power-stage,0.0,0.0,1.39,0.46,TRIP,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 07:55:00,10,0.833,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 07:45:00,8,0.667,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 07:30:00,5,0.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2019-01-13 07:10:00,2019-01-13 12:50:00,69,5.75,power-stage,0.0,0.0,1.21,1.72,TRIP,power-stage fault
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 07:25:00,2019-01-13 13:25:00,73,6.083,grid-side,0.0,0.0,1.33,3.22,TRIP,grid undervoltage (ENS)
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 07:35:00,2019-01-13 13:25:00,71,5.917,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 07:40:00,2019-01-13 13:25:00,70,5.833,grid-side,0.0,0.0,1.28,2.13,TRIP,grid undervoltage (ENS)
01.01.001,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 07:50:00,2019-01-13 13:25:00,68,5.667,grid-side,0.0,0.0,1.35,3.48,TRIP,grid undervoltage (ENS)
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 08:00:00,2019-01-13 13:25:00,66,5.5,grid-side,0.0,0.0,1.19,0.5,TRIP,grid undervoltage (ENS)
01.01.005,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 08:15:00,2019-01-13 13:25:00,63,5.25,grid-side,0.0,0.0,1.32,2.86,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 08:45:00,2019-01-13 13:25:00,57,4.75,grid-side,0.0,0.0,1.18,0.39,TRIP,grid undervoltage (ENS)
01.02.011,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 09:15:00,2019-01-13 13:25:00,51,4.25,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.02.008,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 09:55:00,2019-01-13 13:25:00,43,3.583,grid-side,0.0,0.0,1.36,2.83,TRIP,grid undervoltage (ENS)
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 10:15:00,2019-01-13 13:25:00,39,3.25,grid-side,0.0,0.0,1.35,2.47,TRIP,grid undervoltage (ENS)
01.02.010,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2019-01-13 12:55:00,2019-01-13 13:25:00,7,0.583,grid-side,,,,0.0,NUISANCE,grid undervoltage (ENS)
01.02.011,655616,Störmeldung vom Leistungsteil,2019-01-14 15:20:00,2019-01-14 15:25:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655363,Asymmetrie im Zwischenkreis low,2019-01-20 14:40:00,2019-01-20 14:40:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655616,Störmeldung vom Leistungsteil,2019-01-22 07:05:00,2019-01-22 07:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-01-24 07:25:00,2019-01-24 07:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-01-24 15:30:00,2019-01-24 15:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2019-01-26 09:15:00,2019-01-26 09:15:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.01.004,655616,Störmeldung vom Leistungsteil,2019-01-26 09:25:00,2019-01-26 09:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-02-03 10:05:00,2019-02-03 10:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655369,Absinken der negativen Zwischenkreisspan-nung unter Grenzwert P0024.0,2019-02-03 10:20:00,2019-02-03 10:20:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (neg.) below nominal
01.02.011,655616,Störmeldung vom Leistungsteil,2019-02-07 12:00:00,2019-02-07 13:00:00,3,1.083,power-stage,0.014,0.02,1.36,0.56,TRIP,power-stage fault
01.01.005,655363,Asymmetrie im Zwischenkreis low,2019-02-07 14:00:00,2019-02-07 14:00:00,1,0.083,dc-link,0.161,0.43,2.66,0.19,TRIP,DC-link asymmetry low
01.01.003,655369,Absinken der negativen Zwischenkreisspan-nung unter Grenzwert P0024.0,2019-02-07 14:05:00,2019-02-07 14:05:00,1,0.083,dc-link,0.018,0.04,2.22,0.18,TRIP,DC-link (neg.) below nominal
01.02.011,655363,Asymmetrie im Zwischenkreis low,2019-02-08 10:55:00,2019-02-08 10:55:00,1,0.083,dc-link,0.222,0.28,1.27,0.08,TRIP,DC-link asymmetry low
01.01.007,655363,Asymmetrie im Zwischenkreis low,2019-02-08 15:25:00,2019-02-08 15:25:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.002,655616,Störmeldung vom Leistungsteil,2019-02-11 06:55:00,2019-02-11 06:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-02-13 15:40:00,2019-02-13 15:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2019-02-16 06:15:00,2019-02-16 06:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-02-17 16:25:00,2019-02-17 16:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-02-18 15:25:00,2019-02-18 15:25:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.009,655616,Störmeldung vom Leistungsteil,2019-02-19 06:10:00,2019-02-19 06:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-02-20 06:20:00,2019-02-20 06:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-02-21 16:30:00,2019-02-21 16:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
